businessname,latitude,longitude
Subway,42.34027972865109,-71.1664881702891
Subway,42.33832756980068,-71.1069599358261
Subway,42.34147955458597,-71.08347054109109
Subway,42.34930011677054,-71.1552749194216
Subway,42.3558885228917,-71.06032545653756
Subway,42.28585025739474,-71.12834261969974
Subway,42.293572735471685,-71.04787862450014
Subway,42.33189944128988,-71.11181635675251
Subway,42.3861663166383,-71.00953086689843
Subway,42.33732955656037,-71.08439055266611
Sweetgreen,42.34494557695715,-71.10057057170695
Sweetgreen,42.35763420929688,-71.0587285493822
Sweetgreen,42.35613524679083,-71.05406879061997
Sweetgreen,42.35310817939808,-71.04722027868516
Sweetgreen,42.36094636035423,-71.0684713174546
Sweetgreen,42.34515657140079,-71.06335069415417
Sweetgreen,42.33898692939657,-71.10769487398157
Sweetgreen,42.35926951772869,-71.0564304396939
Sweetgreen,42.35001954771464,-71.07865051028395
Sweetgreen,42.34729635619704,-71.08145798177236
Sweetgreen,42.35384754771851,-71.05856150181963
Taco Bell,42.346911560191685,-71.08819653978288
Taco Bell,42.34996961588067,-71.1304806277346
Taco Bell,42.33593118504774,-71.04680014159192
Taco Bell,42.35409335794935,-71.05826011358883
Taco Bell # 29265,42.266796881751134,-71.16857302135011
Tatte Bakery & Cafe,42.35517951460265,-71.05360044378503
Tatte Bakery & Cafe,42.35309951913758,-71.05744045610595
Tatte Bakery & Cafe,42.3438062449932,-71.09942432051079
Tatte Bakery & Cafe,34.244386753001244,-73.6513909034731
Tatte Bakery & Cafe,42.34920954333658,-71.07513050545592
Tatte Bakery & Cafe,42.35200745331581,-71.0425594621591
Tatte Bakery & Cafe,42.35851952021439,-71.05837044663018
Tatte Bakery & Cafe,42.344884974490256,-71.06422483218417
Tatte Bakery & Cafe,42.340194709828296,-71.0902529301125
Tatte Bakery & Cafe,42.35178953849844,-71.07209049273833
Tatte Bakery & Cafe,42.37329952309116,-71.06152042069138
Tatte Bakery & Cafe,42.33636069065681,-71.05559752542784
Tatte Bakery & Cafe,42.35787679904034,-71.07061495111806
Tatte Bakery & Cafe,42.35222529503607,-71.06491016806685
The Cheesecake Factory,42.3468595503047,-71.08089052287646
The Olive Garden Italian Restaurant # 1674,42.326301586737976,-71.06527171067717
Wendy's,42.34643657954137,-71.08760028795915
Wendy's,42.35411952136664,-71.05898045823065
WENDY'S PROPERTIES,42.286031065595104,-71.10895198024235
